id,open,close,high,low,volume,Day,Month,Year
428,229.14,229.23,230.87,225.59,27027.39,20,06,2020
429,231.51,229.09,231.98,226.36,29124.8,19,06,2020
430,234.16,231.69,234.87,227.86,19649.02,18,06,2020
431,235.64,234.23,237.85,228.22,53635.59,17,06,2020
432,231.14,235.69,236.0,228.96,44629.58,16,06,2020
433,231.9,231.13,233.83,218.2,106446.67,15,06,2020
434,238.48,231.9,238.78,229.9,76662.22,14,06,2020
435,237.65,238.48,238.91,233.89,37206.89,13,06,2020
436,230.32,237.65,239.4,228.45,54853.53,12,06,2020
437,248.42,230.41,250.48,225.96,152667.28,11,06,2020
438,243.88,248.14,250.53,241.57,71269.22,10,06,2020
439,246.52,243.85,249.97,238.18,47857.53,09,06,2020
440,244.83,246.6,247.9,241.28,27713.72,08,06,2020
441,242.1,244.73,245.51,234.81,57612.55,07,06,2020
442,240.01,242.18,244.64,238.0,30102.38,06,06,2020
443,243.39,240.02,248.0,239.1,40887.38,05,06,2020
444,244.85,243.43,246.53,236.14,67013.99,04,06,2020
445,237.75,244.83,245.1,233.32,50926.07,03,06,2020
446,248.83,237.61,253.69,225.3,170446.73,02,06,2020
447,231.34,248.82,251.74,230.5,100191.56,01,06,2020
448,243.64,231.53,245.3,229.9,73020.47,31,05,2020
449,220.54,243.58,247.0,219.0,151520.38,30,05,2020
450,220.59,220.55,224.91,217.8,55332.22,29,05,2020
451,208.6,220.65,221.01,204.77,59389.07,28,05,2020
452,201.26,208.55,208.55,201.03,46266.15,27,05,2020
453,204.07,201.23,205.0,196.7,32663.1,26,05,2020
454,199.61,204.07,205.71,198.0,31014.21,25,05,2020
455,206.65,199.51,210.89,199.51,74239.84,24,05,2020
456,207.49,206.82,211.5,204.57,30862.34,23,05,2020
457,198.54,207.51,209.29,196.26,56284.8,22,05,2020
458,209.68,198.54,211.47,191.7,137594.16,21,05,2020
459,214.51,209.63,215.64,205.96,104025.16,20,05,2020
460,214.59,214.49,215.68,209.11,54246.24,19,05,2020
461,206.9,214.56,217.0,206.9,85547.25,18,05,2020
462,200.47,206.9,210.0,199.79,68507.73,17,05,2020
463,194.59,200.46,203.61,193.36,41915.31,16,05,2020
464,203.45,194.6,204.2,191.57,56792.1,15,05,2020
465,199.92,203.23,206.0,195.93,64417.83,14,05,2020
466,189.77,199.89,201.33,188.46,60698.7,13,05,2020
467,185.59,189.77,192.41,185.57,62645.17,12,05,2020
468,187.64,185.6,193.68,175.72,132290.09,11,05,2020
469,209.88,187.71,209.88,179.44,495328.91,10,05,2020
470,211.25,209.94,214.65,208.33,53652.04,09,05,2020
471,212.24,211.34,217.12,206.77,89447.21,08,05,2020
472,198.94,212.19,215.6,196.78,133181.01,07,05,2020
473,205.32,198.96,211.02,198.09,72600.09,06,05,2020
474,206.59,205.4,212.1,201.28,95247.19,05,05,2020
475,209.87,206.73,210.7,195.0,130061.38,04,05,2020
476,214.09,209.91,219.51,204.11,100773.91,03,05,2020
477,211.69,214.12,215.61,210.32,42865.38,02,05,2020
478,206.34,211.7,217.73,206.34,86684.74,01,05,2020
479,215.31,206.39,226.82,201.92,226412.86,30,04,2020
480,196.63,215.3,218.67,196.46,196059.99,29,04,2020
481,196.63,196.55,197.76,192.06,54669.35,28,04,2020
482,197.49,196.63,198.98,189.6,96540.79,27,04,2020
483,194.12,197.5,199.68,192.53,87305.72,26,04,2020
484,187.71,194.26,198.0,185.99,114640.99,25,04,2020
485,185.84,187.68,189.99,185.5,61459.67,24,04,2020
486,182.99,185.84,194.86,178.49,153389.02,23,04,2020
487,170.79,183.0,184.34,170.05,97144.82,22,04,2020
488,170.51,170.79,174.74,168.25,66859.63,21,04,2020
489,180.44,170.58,186.74,166.64,200655.12,20,04,2020
490,187.86,180.59,188.73,176.82,96337.76,19,04,2020
491,171.24,187.87,189.89,171.14,115049.88,18,04,2020
492,172.54,171.27,175.24,168.75,82151.8,17,04,2020
493,153.01,172.5,175.29,148.59,195432.41,16,04,2020
494,158.55,153.0,161.4,152.35,60359.65,15,04,2020
495,156.64,158.54,161.98,155.35,69656.44,14,04,2020
496,158.92,156.64,159.28,149.45,109635.53,13,04,2020
497,158.69,159.04,166.07,155.4,78692.48,12,04,2020
498,158.1,158.7,161.5,154.37,61838.36,11,04,2020
499,170.01,158.11,170.2,152.62,543862.89,10,04,2020
500,173.29,170.0,173.68,165.13,67552.31,09,04,2020
501,164.89,173.16,174.6,163.73,90250.11,08,04,2020
502,171.39,164.9,176.0,162.42,169113.91,07,04,2020
503,142.95,171.38,172.06,142.94,201537.76,06,04,2020
504,144.62,142.98,146.24,140.65,38904.5,05,04,2020
505,141.59,144.53,146.57,139.17,46463.2,04,04,2020
506,141.8,141.58,147.0,138.01,58044.42,03,04,2020
507,136.46,141.8,150.51,135.85,154663.22,02,04,2020
508,133.12,136.45,137.64,129.22,62454.91,01,04,2020
509,132.32,133.2,135.5,130.63,33039.47,31,03,2020
510,124.78,132.25,135.68,124.52,85235.77,30,03,2020
511,131.24,124.76,132.19,123.85,82246.07,29,03,2020
512,131.2,131.23,133.26,125.0,101997.73,28,03,2020
513,138.76,131.23,142.08,129.7,85872.51,27,03,2020
514,136.15,138.76,139.89,133.01,50660.42,26,03,2020
515,138.76,136.16,142.73,131.71,81026.33,25,03,2020
516,136.45,138.84,143.83,133.08,110668.94,24,03,2020
517,122.29,136.48,138.23,119.58,168033.27,23,03,2020
518,132.75,122.3,137.21,121.0,119183.28,22,03,2020
519,133.52,132.84,137.71,126.0,113482.38,21,03,2020
520,136.49,133.51,153.72,115.64,354452.95,20,03,2020
521,118.66,136.5,143.28,115.77,325071.69,19,03,2020
522,116.3,118.64,119.07,110.47,104131.97,18,03,2020
523,111.81,116.3,122.0,110.0,125818.74,17,03,2020
524,124.34,111.76,124.5,101.2,335025.21,16,03,2020
525,123.38,124.25,134.69,120.5,153042.23,15,03,2020
526,135.22,123.54,135.73,121.61,137660.59,14,03,2020
527,109.29,135.34,145.0,89.66,900897.31,13,03,2020
528,195.58,109.28,196.53,101.59,1629781.63,12,03,2020
529,201.32,195.6,203.69,183.0,151046.88,11,03,2020
530,203.55,201.13,207.0,196.77,128416.14,10,03,2020
531,200.2,203.72,209.53,191.3,293862.93,09,03,2020
532,238.18,200.2,238.19,196.39,273642.6,08,03,2020
533,246.02,238.11,252.99,237.07,99307.67,07,03,2020
534,229.36,246.09,246.1,228.18,82806.78,06,03,2020
535,225.1,229.4,235.18,225.1,70893.36,05,03,2020
536,224.66,225.1,229.42,221.32,68366.32,04,03,2020
537,232.55,224.33,233.64,220.57,69684.61,03,03,2020
538,218.57,232.52,235.34,216.73,88651.3,02,03,2020
539,218.28,218.57,228.71,213.01,113803.99,01,03,2020
540,227.82,218.15,233.5,218.1,69962.32,29,02,2020
541,227.53,228.43,234.92,214.1,125057.17,28,02,2020
542,224.1,227.52,238.0,210.78,192394.75,27,02,2020
543,247.36,224.11,250.66,216.0,348715.46,26,02,2020
544,265.92,247.36,266.37,245.28,147039.4,25,02,2020
545,275.59,265.97,278.19,254.9,155157.31,24,02,2020
546,262.13,275.59,276.2,261.49,86210.13,23,02,2020
547,265.5,262.14,266.68,256.3,44424.68,22,02,2020
548,257.44,265.43,268.3,254.0,92520.85,21,02,2020
549,258.5,257.67,263.84,245.28,158343.02,20,02,2020
550,283.0,258.56,287.0,250.5,156048.02,19,02,2020
551,268.2,283.0,286.31,259.71,172278.55,18,02,2020
552,258.99,268.16,268.29,243.01,200745.73,17,02,2020
553,264.93,259.01,273.65,237.99,231276.09,16,02,2020
554,284.98,264.96,287.32,264.0,197548.33,15,02,2020
555,268.16,284.97,286.44,260.24,130107.33,14,02,2020
556,265.54,268.3,276.02,255.42,166143.49,13,02,2020
557,237.02,265.49,273.73,237.02,247433.58,12,02,2020
558,223.14,237.24,239.0,218.24,66566.35,11,02,2020
559,228.33,223.14,229.21,216.1,89646.47,10,02,2020
560,222.64,228.23,230.0,222.55,70858.48,09,02,2020
561,223.03,222.69,227.59,212.77,92548.18,08,02,2020
562,212.6,223.11,223.95,212.6,131027.04,07,02,2020
563,203.78,212.59,216.0,201.02,97268.62,06,02,2020
564,189.06,203.79,207.99,188.29,112612.97,05,02,2020
565,190.19,189.06,191.76,184.79,32832.63,04,02,2020
566,188.85,190.41,195.81,186.95,52546.73,03,02,2020
567,184.07,188.69,194.0,179.6,73836.71,02,02,2020
568,180.27,184.07,184.47,179.63,62116.26,01,02,2020
569,184.49,180.08,185.5,175.21,40934.66,31,01,2020
570,173.75,184.62,186.75,171.09,86590.51,30,01,2020
571,175.98,173.81,178.78,173.34,31179.82,29,01,2020
572,170.14,175.99,177.01,170.14,49565.07,28,01,2020
573,168.16,170.14,172.06,165.45,64445.55,27,01,2020
574,160.47,168.16,169.39,159.56,62744.58,26,01,2020
575,162.69,160.47,162.73,157.82,14482.74,25,01,2020
576,162.73,162.71,164.42,155.76,30789.58,24,01,2020
577,167.7,162.92,167.7,159.07,37895.55,23,01,2020
578,169.33,167.7,171.32,165.65,18010.56,22,01,2020
579,166.87,169.33,169.99,164.89,27029.71,21,01,2020
580,166.73,166.86,169.0,161.05,33711.79,20,01,2020
581,173.59,166.84,177.56,161.21,84549.49,19,01,2020
582,169.19,173.58,178.97,165.0,90529.09,18,01,2020
583,164.01,169.22,174.0,161.09,104133.03,17,01,2020
584,166.11,164.03,167.11,158.3,66631.6,16,01,2020
585,164.99,166.05,171.16,159.0,132483.11,15,01,2020
586,143.49,164.98,170.0,143.49,213402.38,14,01,2020
587,146.35,143.46,147.59,142.24,25706.78,13,01,2020
588,142.41,146.34,146.35,141.54,22576.92,12,01,2020
589,144.59,142.48,147.76,142.02,36471.32,11,01,2020
590,137.68,144.57,144.96,135.34,41587.2,10,01,2020
591,140.5,137.72,141.32,135.33,28758.44,09,01,2020
592,142.95,140.5,147.98,137.3,65425.83,08,01,2020
593,144.12,143.09,144.99,139.05,49491.75,07,01,2020
594,135.55,144.18,144.27,135.09,66606.88,06,01,2020
595,134.55,135.6,138.45,134.42,45995.47,05,01,2020
596,134.92,134.49,136.35,133.12,23569.04,04,01,2020
597,127.56,134.83,135.81,126.36,76522.13,03,01,2020
598,130.9,127.56,130.92,126.84,46991.53,02,01,2020
599,129.29,130.94,133.24,128.9,37253.12,01,01,2020
